"Virus","Domain","Realm","Kingdom","Phylum","Class","Order","Family"
"all_k141_5227058","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4559604","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_283928","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_570884","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1707309","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6368163","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5407646","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1911723","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_100116","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae"
"all_k141_6155601","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2589556","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_42459","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_415259_fragment_1","Viruses","Monodnaviria","Loebvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Inoviridae"
"all_k141_1613111","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4161273","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3762158","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4207564","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5125387","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2989474","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4103057","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3072181","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_482168","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1423949","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_761178","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3163679","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1508888","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4240684","Viruses","Monodnaviria","Loebvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Inoviridae"
"all_k141_2705009","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3783714","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2799219","Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Imitervirales","Mimiviridae"
"all_k141_3748224","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5980440","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Autographiviridae"
"all_k141_5252132","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Fredfastierviridae"
"all_k141_6012530","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2551830","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3045501","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1818365","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_7154676","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1203928","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2747802","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_52629","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3435094","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons"
"all_k141_1063381","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_410442","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5599953","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_856543","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2189692","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5142238","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_9314","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2731035","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5955518","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Schitoviridae"
"all_k141_6046931","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_816488","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons"
"all_k141_5629039","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2293588","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2125171","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_781266","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_199255","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1200159_fragment_1","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3659652","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4306293","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3958875","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5953248","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_994496","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6292305","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4182841","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2571064","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4488848","Viruses","Viruses Domain","Viruses Domain","Viruses Domain","Viruses Domain","Viruses Domain","Viruses Domain"
"all_k141_6675318","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_697898","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6165977","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1966133","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3180113","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_220451","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4577691","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6954711","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3859139","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_573308","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6714256","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Crassvirales","Crassvirales Order"
"all_k141_1547108","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_669133","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4587698","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4418590","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1996423","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_250697","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_619465","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5294109","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2529915","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5316249","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6387445","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3178762","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2196545","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2605309","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5061640","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2251541","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_230838","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6642271","Viruses","Varidnaviria","Bamfordvirae","Bamfordvirae Kingdom","Bamfordvirae Kingdom","Bamfordvirae Kingdom","Bamfordvirae Kingdom"
"all_k141_3338582","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5549006","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1147039","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3646627","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3395362","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2299334","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1226573","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Ackermannviridae"
"all_k141_5404349","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2515374","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Autographiviridae"
"all_k141_803528","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_6280552","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1319462","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5593828","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3080110","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5853461","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3397123","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1841258","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4634023","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4552633","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3947706","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Schitoviridae"
"all_k141_4459436","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons","LTR retrotransposons"
"all_k141_2252711","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1859661","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_7077906","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2933323","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4378742","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5619455","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4768881","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_5663035","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_2128596","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_4344213","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_3586649","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
"all_k141_1118839","Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","Caudoviricetes Class","Caudoviricetes Class"
